semantic_cluster_id,area,subarea,review_status,group,paper_count,paper_share,oral_count,oral_rate,oral_share,oral_enrichment,award_count,award_rate,award_share,award_enrichment,total_public_votes,votes_per_paper,public_vote_share,public_attention_enrichment,program_vs_public_delta,high_signal_papers,public_not_program_papers,program_low_public_papers
39,"AI for Science, Health, and Neuro",Time series and forecasting applications,needs_review,39: time series / series / forecasting / time,160,0.0241,3,0.0187,0.0179,0.74,0,0.0,0.0,0.0,497,3.11,0.0082,0.34,0.4,"From Text to Forecasts: Bridging Modality Gap with Temporal Evolution Semantic Space | ConFlux: Multivariate Time Series in Flux, One Unified Forecast in Confluence | Scalable Event Cloud Network for Event-based Classification | TSRBench: A Comprehensive Multi-task Multi-modal Time Series Reasoning Benchmark for Generalist Models | Understanding Self-Supervised Learning via Latent Distribution Matching | OpenTSLM: Time-Series Language Models for Reasoning over Multivariate Medical Text- and Time-Series Data | Position: Why a Dynamical Systems Perspective is Needed to Advance Time Series Modeling | StarEmbed: Benchmarking Time Series Foundation Models on Astronomical Observations of Variable Stars","TSRBench: A Comprehensive Multi-task Multi-modal Time Series Reasoning Benchmark for Generalist Models | Understanding Self-Supervised Learning via Latent Distribution Matching | OpenTSLM: Time-Series Language Models for Reasoning over Multivariate Medical Text- and Time-Series Data | Position: Why a Dynamical Systems Perspective is Needed to Advance Time Series Modeling | StarEmbed: Benchmarking Time Series Foundation Models on Astronomical Observations of Variable Stars | TimeOmni-VL: Unified Models for Time Series Understanding and Generation | It's TIME: Towards the Next Generation of Time Series Forecasting Benchmarks | TimeAutoDiff: A Unified Framework for Generation, Imputation, Forecasting, and Time-Varying Metadata Conditioning of Heterogeneous Time Series Tabular Data","ConFlux: Multivariate Time Series in Flux, One Unified Forecast in Confluence | Scalable Event Cloud Network for Event-based Classification | From Text to Forecasts: Bridging Modality Gap with Temporal Evolution Semantic Space"
2,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",needs_review,2: reward / reinforcement learning / reinforcement / rewards,164,0.0247,3,0.0183,0.0179,0.72,0,0.0,0.0,0.0,4506,27.48,0.0746,3.01,-2.29,"Maximum Likelihood Reinforcement Learning | Reinforcement Learning with Evolving Rubrics for Deep Research | Mitigating Reward Hacking in RLHF via Bayesian Non-negative Reward Modeling | Reinforcement Learning via Self-Distillation | Agent Learning via Early Experience | GDPO: Group reward-Decoupled Normalization Policy Optimization for Multi-reward RL Optimization | Training AI Co-Scientists Using Rubric Rewards | RLAnything: Forge Environment, Policy, and Reward Model in Completely Dynamic RL System","Reinforcement Learning via Self-Distillation | Agent Learning via Early Experience | GDPO: Group reward-Decoupled Normalization Policy Optimization for Multi-reward RL Optimization | Training AI Co-Scientists Using Rubric Rewards | RLAnything: Forge Environment, Policy, and Reward Model in Completely Dynamic RL System | Statistical Impossibility and Possibility of Aligning LLMs with Human Preferences: From Condorcet Paradox to Nash Equilibrium | Reward Modeling from Natural Language Human Feedback | GRPO is Secretly a Process Reward Model",Mitigating Reward Hacking in RLHF via Bayesian Non-negative Reward Modeling | Reinforcement Learning with Evolving Rubrics for Deep Research | Maximum Likelihood Reinforcement Learning
36,"Multimodal, Vision, and Perception","Vision robustness, detection, and adversarial perception",needs_review,36: detection / vision / image / robustness,177,0.0267,3,0.0169,0.0179,0.67,0,0.0,0.0,0.0,523,2.95,0.0087,0.32,0.34,Mind Your Margin and Boundary: Are Your Distilled Datasets Truly Robust? | DroneDINO: Towards Heterogeneous Routed Mixture of Experts for Drone-based Unified Object Detection | Privacy-Aware Video Anomaly Detection: Guided Orthogonal Projection and a Comprehensive Evaluation Framework | Rectified LpJEPA: Joint-Embedding Predictive Architectures with Sparse and Maximum-Entropy Representations | On the Adversarial Robustness of Large Vision-Language Models under Visual Token Compression | Beyond Accuracy: What Matters in Designing Well-Behaved Image Classification Models? | Is Training Necessary for Anomaly Detection? | Alterbute: Editing Intrinsic Attributes of Objects in Images,Rectified LpJEPA: Joint-Embedding Predictive Architectures with Sparse and Maximum-Entropy Representations | On the Adversarial Robustness of Large Vision-Language Models under Visual Token Compression | Beyond Accuracy: What Matters in Designing Well-Behaved Image Classification Models? | Is Training Necessary for Anomaly Detection? | Alterbute: Editing Intrinsic Attributes of Objects in Images | From Per-Image Low-Rank to Encoding Mismatch: Rethinking Feature Distillation in Vision Transformers | Position: Vision encoders should be image size agnostic and task driven | OmniAID: Decoupling Semantic and Artifacts for Universal AI-Generated Image Detection in the Wild,DroneDINO: Towards Heterogeneous Routed Mixture of Experts for Drone-based Unified Object Detection | Privacy-Aware Video Anomaly Detection: Guided Orthogonal Projection and a Comprehensive Evaluation Framework | Mind Your Margin and Boundary: Are Your Distilled Datasets Truly Robust?
21,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,needs_review,21: language / large language / language models / large,128,0.0193,2,0.0156,0.0119,0.62,0,0.0,0.0,0.0,1154,9.02,0.0191,0.99,-0.37,Do We Need Adam? Surprisingly Strong and Sparse Reinforcement Learning with SGD in LLMs | Reward-free Alignment for Conflicting Objectives | Rethinking the Trust Region in LLM Reinforcement Learning | Entropy-Aware On-Policy Distillation of Language Models | Autoregressive Language Models are Secretly Energy-Based Models: Insights into the Lookahead Capabilities of Next-Token Prediction | Hybrid Policy Distillation for LLMs | Token-Level LLM Collaboration via FusionRoute | Predictable Compression Failures: Order Sensitivity and Information Budgeting for Evidence-Grounded Binary Adjudication,"Rethinking the Trust Region in LLM Reinforcement Learning | Entropy-Aware On-Policy Distillation of Language Models | Autoregressive Language Models are Secretly Energy-Based Models: Insights into the Lookahead Capabilities of Next-Token Prediction | Hybrid Policy Distillation for LLMs | Token-Level LLM Collaboration via FusionRoute | Predictable Compression Failures: Order Sensitivity and Information Budgeting for Evidence-Grounded Binary Adjudication | Certain Head, Uncertain Tail: Expert-Sample for Test-Time Scaling in Fine-Grained MoE | Advantage Weighted Matching: Aligning RL with Pretraining in Diffusion Models",Reward-free Alignment for Conflicting Objectives | Do We Need Adam? Surprisingly Strong and Sparse Reinforcement Learning with SGD in LLMs
41,"Graphs, Geometry, and Representation Learning",Equivariant graph and geometric networks,needs_review,41: graph / networks / neural networks / graph neural,65,0.0098,1,0.0154,0.006,0.61,0,0.0,0.0,0.0,293,4.51,0.0048,0.49,0.11,"Foundations of Equivariant Deep Learning: Unifying Graph and Sheaf Neural Networks | Who Said Neural Networks Aren't Linear? | Dynamics Reveals Structure: Challenging the Linear Propagation Assumption | Learning Multi-Agent Coordination via Sheaf-ADMM | Discovering Symmetry Groups with Flow Matching | Rotary Position Encodings for Graphs | Smoothness Errors in Dynamics Models and How to Avoid Them | Transformers Provably Learn Algorithmic Solutions for Graph Connectivity, But Only with the Right Data","Who Said Neural Networks Aren't Linear? | Dynamics Reveals Structure: Challenging the Linear Propagation Assumption | Learning Multi-Agent Coordination via Sheaf-ADMM | Discovering Symmetry Groups with Flow Matching | Rotary Position Encodings for Graphs | Smoothness Errors in Dynamics Models and How to Avoid Them | Transformers Provably Learn Algorithmic Solutions for Graph Connectivity, But Only with the Right Data | NNiT: Width-Agnostic Neural Network Generation with Structurally Aligned Weight Spaces",Foundations of Equivariant Deep Learning: Unifying Graph and Sheaf Neural Networks
35,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,stable_seed,35: reasoning / rl / reinforcement / reinforcement learning,161,0.0243,2,0.0124,0.0119,0.49,0,0.0,0.0,0.0,6241,38.76,0.1033,4.25,-3.76,"ThreadWeaver: Adaptive Threading for Efficient Parallel Reasoning in Language Models | Don't Force the Fit: Bounded Log-Likelihood Loss for Enhanced Reasoning in Large Language Models | Process Reward Models That Think | On the Interplay of Pre-Training, Mid-Training, and RL on Reasoning Language Models | Not All Rollouts are Useful: Down-Sampling Rollouts in LLM Reinforcement Learning | Compute as Teacher: Turning Inference Compute Into Reference-Free Supervision | Teaching Models to Teach Themselves: Reasoning at the Edge of Learnability | Evaluating Parameter Efficient Methods for RLVR","Process Reward Models That Think | On the Interplay of Pre-Training, Mid-Training, and RL on Reasoning Language Models | Not All Rollouts are Useful: Down-Sampling Rollouts in LLM Reinforcement Learning | Compute as Teacher: Turning Inference Compute Into Reference-Free Supervision | Teaching Models to Teach Themselves: Reasoning at the Edge of Learnability | Evaluating Parameter Efficient Methods for RLVR | Spurious Rewards: Rethinking Training Signals in RLVR | Does Math Reasoning Improve General LLM Capabilities? Understanding Transferability of LLM Reasoning",Don't Force the Fit: Bounded Log-Likelihood Loss for Enhanced Reasoning in Large Language Models | ThreadWeaver: Adaptive Threading for Efficient Parallel Reasoning in Language Models
31,"Data-Centric, Causal, and Federated ML",Federated learning and distributed clients,needs_review,31: federated / federated learning / clients / client,85,0.0128,1,0.0118,0.006,0.46,0,0.0,0.0,0.0,87,1.02,0.0014,0.11,0.35,Incentivizing Truthfulness and Collaborative Fairness in Bayesian Learning | Delayed Momentum Aggregation: Communication-efficient Byzantine-robust Federated Learning with Partial Participation | PluRel: Synthetic Data unlocks Scaling Laws for Relational Foundation Models | Can Recommender Systems Teach Themselves? A Recursive Self-Improving Framework with Fidelity Control | UB-SMoE: Universally Balanced Sparse Mixture-of-Experts for Resource-adaptive Federated Fine-tuning of Foundation Models | Social Hippocampus Memory Learning | Optimal Pricing for Data-Augmented AutoML Marketplaces | FedHPro: Federated Hyper-Prototype Learning via Gradient Matching,Delayed Momentum Aggregation: Communication-efficient Byzantine-robust Federated Learning with Partial Participation | PluRel: Synthetic Data unlocks Scaling Laws for Relational Foundation Models | Can Recommender Systems Teach Themselves? A Recursive Self-Improving Framework with Fidelity Control | UB-SMoE: Universally Balanced Sparse Mixture-of-Experts for Resource-adaptive Federated Fine-tuning of Foundation Models | Social Hippocampus Memory Learning | Optimal Pricing for Data-Augmented AutoML Marketplaces | FedHPro: Federated Hyper-Prototype Learning via Gradient Matching | Is Data Shapley Not Better than Random in Data Selection? Ask NASH,Incentivizing Truthfulness and Collaborative Fairness in Bayesian Learning
26,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",needs_review,26: networks / training / deep / gradient,198,0.0299,2,0.0101,0.0119,0.4,0,0.0,0.0,0.0,2636,13.31,0.0436,1.46,-1.06,"Controlled LLM Training on Spectral Sphere | MuonSSM: Orthogonalizing State Space Models for Sequence Modeling | mHC: Manifold-Constrained Hyper-Connections | Evolution Strategies at the Hyperscale | Neural Thickets: Diverse Task Experts Are Dense Around Pretrained Weights | NorMuon: Making Muon more efficient and scalable | GradientStabilizer: Fix the Norm, Not the Gradient | Why Do We Need Warm-up? A Theoretical Perspective","mHC: Manifold-Constrained Hyper-Connections | Evolution Strategies at the Hyperscale | Neural Thickets: Diverse Task Experts Are Dense Around Pretrained Weights | NorMuon: Making Muon more efficient and scalable | GradientStabilizer: Fix the Norm, Not the Gradient | Why Do We Need Warm-up? A Theoretical Perspective | Near-Universal Multiplicative Updates for Nonnegative Einsum Factorization | SiameseNorm: Breaking the Barrier to Reconciling Pre/Post-Norm",MuonSSM: Orthogonalizing State Space Models for Sequence Modeling | Controlled LLM Training on Spectral Sphere
25,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",stable_seed,25: 3d / video / motion / applications computer,203,0.0306,2,0.0099,0.0119,0.39,1,0.0049,0.1111,3.63,1760,8.67,0.0291,0.95,-0.56,Motion Attribution for Video Generation | Holi-Spatial: Evolving Video Streams into Holistic 3D Spatial Intelligence | Utonia: Toward One Encoder for All Point Clouds | World-R1: Reinforcing 3D Constraints for Text-to-Video Generation | WorldPlay: Towards Long-Term Geometric Consistency for Real-Time Interactive World Modeling | Self-Refining Video Sampling | Mode Seeking meets Mean Seeking for Long Video Generation | Learning 3D-Gaussian Simulators from RGB Videos,Utonia: Toward One Encoder for All Point Clouds | World-R1: Reinforcing 3D Constraints for Text-to-Video Generation | WorldPlay: Towards Long-Term Geometric Consistency for Real-Time Interactive World Modeling | Self-Refining Video Sampling | Mode Seeking meets Mean Seeking for Long Video Generation | Learning 3D-Gaussian Simulators from RGB Videos | Infinite-World: Scaling Interactive World Models to 1000-Frame Horizons via Pose-Free Hierarchical Memory | WorldMirror: Universal 3D World Reconstruction with Any-Prior Prompting,Holi-Spatial: Evolving Video Streams into Holistic 3D Spatial Intelligence | Motion Attribution for Video Generation
34,Generative Modeling,Image/video diffusion and flow generation,stable_seed,34: diffusion / generative / image / generative models,243,0.0367,2,0.0082,0.0119,0.32,0,0.0,0.0,0.0,2580,10.62,0.0427,1.16,-0.84,Transforming Weather Data from Pixel to Latent Space | Error Propagation Mechanisms and Compensation Strategies for Quantized Diffusion Models | One-step Latent-free Image Generation with Pixel Mean Flows | Causal Forcing: Autoregressive Diffusion Distillation Done Right for High-Quality Real-Time Video Generation | Deep Forcing: Training-Free Long Video Generation with Deep Sink and Participative Compression | Latent Forcing: Reordering the Diffusion Trajectory for Pixel-Space Image Generation | Categorical Flow Maps | One-Step Residual Shifting Diffusion for Image Super-Resolution via Distillation,One-step Latent-free Image Generation with Pixel Mean Flows | Causal Forcing: Autoregressive Diffusion Distillation Done Right for High-Quality Real-Time Video Generation | Deep Forcing: Training-Free Long Video Generation with Deep Sink and Participative Compression | Latent Forcing: Reordering the Diffusion Trajectory for Pixel-Space Image Generation | Categorical Flow Maps | One-Step Residual Shifting Diffusion for Image Super-Resolution via Distillation | (1D) Ordered Tokens Enable Efficient Test-Time Search | Multimodal Latent Language Modeling with Next-Token Diffusion,Error Propagation Mechanisms and Compensation Strategies for Quantized Diffusion Models | Transforming Weather Data from Pixel to Latent Space
6,"Agents, Code, and Tool Use","Code LLMs, verification, and software tasks",needs_review,6: code / language / llms / verification,139,0.021,1,0.0072,0.006,0.28,0,0.0,0.0,0.0,839,6.04,0.0139,0.66,-0.38,"SoftJAX & SoftTorch: Empowering Automatic Differentiation Libraries with Informative Gradients | APE-Bench: Evaluating Automated Proof Engineering for Formal Math Libraries | Vibe Checker: Aligning Code Evaluation with Human Preference | SWE-Perf: Can Language Models Optimize Code Performance on Real-World Repositories? | Reasoning over Boundaries: Enhancing Specification Alignment via Test-time Deliberation | Training Language Model Agents to Find Vulnerabilities with CTF-Dojo | Propose, Solve, Verify: Self-Play Through Formal Verification | SERA: Soft-Verified Efficient Repository Agents","APE-Bench: Evaluating Automated Proof Engineering for Formal Math Libraries | Vibe Checker: Aligning Code Evaluation with Human Preference | SWE-Perf: Can Language Models Optimize Code Performance on Real-World Repositories? | Reasoning over Boundaries: Enhancing Specification Alignment via Test-time Deliberation | Training Language Model Agents to Find Vulnerabilities with CTF-Dojo | Propose, Solve, Verify: Self-Play Through Formal Verification | SERA: Soft-Verified Efficient Repository Agents | One Tool Is Enough: Reinforcement Learning of LLM Agents for Repository-Level Code Navigation",SoftJAX & SoftTorch: Empowering Automatic Differentiation Libraries with Informative Gradients
18,"Graphs, Geometry, and Representation Learning",Geometric representation learning and manifolds,needs_review,18: geometric / representation / geometry / representations,160,0.0241,1,0.0063,0.006,0.25,0,0.0,0.0,0.0,857,5.36,0.0142,0.59,-0.34,Necessary Conditions for Compositional Generalization of Embedding Models | Deep sequence models tend to memorize geometrically; it is unclear why. | Thinking with Geometry: Active Geometry Integration for Spatial Reasoning | From Kepler to Newton: Inductive Biases Guide Learned World Models in Transformers | Revisiting the Platonic Representation Hypothesis: An Aristotelian View | A Deep Learning Model of Mental Rotation Informed by Interactive VR Experiments | Semantic Tube Prediction: Beating LLM Data Efficiency with JEPA | From Directions to Regions: Decomposing Activations in Language Models via Local Geometry,Deep sequence models tend to memorize geometrically; it is unclear why. | Thinking with Geometry: Active Geometry Integration for Spatial Reasoning | From Kepler to Newton: Inductive Biases Guide Learned World Models in Transformers | Revisiting the Platonic Representation Hypothesis: An Aristotelian View | A Deep Learning Model of Mental Rotation Informed by Interactive VR Experiments | Semantic Tube Prediction: Beating LLM Data Efficiency with JEPA | From Directions to Regions: Decomposing Activations in Language Models via Local Geometry | Orthogonal Model Merging,Necessary Conditions for Compositional Generalization of Embedding Models
17,"Data-Centric, Causal, and Federated ML","Labels, datasets, and supervised data quality",needs_review,17: label / labels / machine / machine learning,192,0.029,1,0.0052,0.006,0.21,0,0.0,0.0,0.0,456,2.38,0.0075,0.26,-0.05,On the Difficulty of Learning a Meta-network for Training Data Selection | Extracting alignment data in open models | CorrSteer: Generation-Time LLM Steering via Correlated Sparse Autoencoder Features | Antidistillation Fingerprinting | Probably Approximately Correct Labels | Building Social World Model with Large Language Models | GENEB: Why Genomic Models Are Hard to Compare | MixtureVitae: Open Web-Scale Pretraining Dataset With High Quality Instruction and Reasoning Data Built from Permissive-First Text Sources,Extracting alignment data in open models | CorrSteer: Generation-Time LLM Steering via Correlated Sparse Autoencoder Features | Antidistillation Fingerprinting | Probably Approximately Correct Labels | Building Social World Model with Large Language Models | GENEB: Why Genomic Models Are Hard to Compare | MixtureVitae: Open Web-Scale Pretraining Dataset With High Quality Instruction and Reasoning Data Built from Permissive-First Text Sources | Sparse but Wrong: Incorrect L0 Leads to Incorrect Features in Sparse Autoencoders,On the Difficulty of Learning a Meta-network for Training Data Selection
0,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,stable_seed,0: multimodal / visual / modal / modality,237,0.0358,1,0.0042,0.006,0.17,0,0.0,0.0,0.0,1729,7.3,0.0286,0.8,-0.63,Multimodal Nested Learning for Decoupled and Coordinated Optimization | ExSkill: Continual Learning from Experience and Skills in Multimodal Agents | DiffThinker: Towards Generative Multimodal Reasoning with Diffusion Models | SAM Audio: Segment Anything in Audio | WISE: World Knowledge-Informed Semantic Evaluation for Text-to-Image Generation | Think-Then-Generate: Reasoning-Aware Text-to-Image Diffusion with LLM Encoders | UniMedVL: Unifying Medical Multimodal Understanding and Generation through Observation-Knowledge-Analysis | Generation Enhances Understanding in Unified Multimodal Models via Multi-Representation Generation,ExSkill: Continual Learning from Experience and Skills in Multimodal Agents | DiffThinker: Towards Generative Multimodal Reasoning with Diffusion Models | SAM Audio: Segment Anything in Audio | WISE: World Knowledge-Informed Semantic Evaluation for Text-to-Image Generation | Think-Then-Generate: Reasoning-Aware Text-to-Image Diffusion with LLM Encoders | UniMedVL: Unifying Medical Multimodal Understanding and Generation through Observation-Knowledge-Analysis | Generation Enhances Understanding in Unified Multimodal Models via Multi-Representation Generation | Probing Cross-modal Information Hubs in Audio-Visual LLMs,Multimodal Nested Learning for Decoupled and Coordinated Optimization
1,"AI for Science, Health, and Neuro",Spiking neural networks and neural signals,needs_review,1: spiking / snns / spiking neural / spike,67,0.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,86,1.28,0.0014,0.14,-0.14,Scaling Vision Transformers for Functional MRI with Flat Maps | Event2Vec: Processing neuromorphic events directly by representations in vector space | EEG-FM-Bench: A Comprehensive Benchmark for the Systematic Evaluation and Diagnostic Analyses of EEG Foundation Models | Omni-fMRI: A Universal Atlas-Free fMRI Foundation Model | DuFal: Dual-Frequency-Aware Learning for High-Fidelity Extremely Sparse-view CBCT Reconstruction | Self-Supervised Foundation Model for Calcium-imaging Population Dynamics | Kuramoto Oscillatory Phase Encoding: Neuro-inspired Synchronization for Improved Learning Efficiency | NAACA: Training-Free NeuroAuditory Attentive Cognitive Architecture with Oscillatory Working Memory for Salience-Driven Attention Gating,Scaling Vision Transformers for Functional MRI with Flat Maps | Event2Vec: Processing neuromorphic events directly by representations in vector space | EEG-FM-Bench: A Comprehensive Benchmark for the Systematic Evaluation and Diagnostic Analyses of EEG Foundation Models | Omni-fMRI: A Universal Atlas-Free fMRI Foundation Model | DuFal: Dual-Frequency-Aware Learning for High-Fidelity Extremely Sparse-view CBCT Reconstruction | Self-Supervised Foundation Model for Calcium-imaging Population Dynamics | Kuramoto Oscillatory Phase Encoding: Neuro-inspired Synchronization for Improved Learning Efficiency | NAACA: Training-Free NeuroAuditory Attentive Cognitive Architecture with Oscillatory Working Memory for Salience-Driven Attention Gating,
3,Systems and Efficient Foundation Models,Long-context attention and KV-cache compression,stable_seed,3: attention / kv / context / cache,113,0.017,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2347,20.77,0.0388,2.28,-2.28,xKV: Cross-Layer KV-Cache Compression via Aligned Singular Vector Extraction | SimpleMem: Efficient Lifelong Memory for LLM Agents | Fast KV Compaction via Attention Matching | TriAttention: Efficient Long Reasoning with Trigonometric KV Compression | Memory Caching: RNNs with Growing Memory | Doc-to-LoRA: Learning to Instantly Internalize Contexts | EpiCache: Episodic KV Cache Management for Long-Term Conversation on Resource-Constrained Environments | SHINE: A Scalable In-Context Hypernetwork for Mapping Context to LoRA in a Single Pass,xKV: Cross-Layer KV-Cache Compression via Aligned Singular Vector Extraction | SimpleMem: Efficient Lifelong Memory for LLM Agents | Fast KV Compaction via Attention Matching | TriAttention: Efficient Long Reasoning with Trigonometric KV Compression | Memory Caching: RNNs with Growing Memory | Doc-to-LoRA: Learning to Instantly Internalize Contexts | EpiCache: Episodic KV Cache Management for Long-Term Conversation on Resource-Constrained Environments | SHINE: A Scalable In-Context Hypernetwork for Mapping Context to LoRA in a Single Pass,
