category,divergence_score,public_vote_rank,event_id,title,area,subarea,is_oral,award,public_total_votes,visits_last_7_days,github_url,github_stars,review_plan_rank,review_phase,claim_ids,taxonomy_review_status,evidence_confidence,primary_contribution_type,method_families,evaluation_settings,calibration_question,suggested_first_check,url,alphaxiv_url
public_ahead_of_program,214,30,63515,One-step Latent-free Image Generation with Pixel Mean Flows,Generative Modeling,Image/video diffusion and flow generation,false,,214,35,https://github.com/Lyy-iiis/pMF,267,179,public_program_divergence,,stable_seed,medium,Theory / proof,Diffusion / flow; Graphs / geometry,vision/video,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/63515,https://www.alphaxiv.org/abs/2601.22158
public_ahead_of_program,212,31,66095,Evaluating Parameter Efficient Methods for RLVR,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,false,,212,12,https://github.com/MikaStars39/PeRL,81,,,,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Compression / efficiency,math/code/verifiable; language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/66095,https://www.alphaxiv.org/abs/2512.23165
public_ahead_of_program,204,32,62902,Discrete Diffusion VLA: Bringing Discrete Diffusion to Action Decoding in Vision-Language-Action Policies,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,false,,204,35,https://github.com/Liang-ZX/DiscreteDiffusionVLA,69,140,breadth_and_sanity_checks,C04,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; Diffusion / flow; Transformer / attention,vision/video; robotics/embodied; language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/62902,https://www.alphaxiv.org/abs/2508.20072
public_ahead_of_program,202,33,64904,Temporal Straightening for Latent Planning,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,false,,202,56,https://github.com/agentic-learning-ai-lab/temporal-straightening,92,82,public_program_divergence,C04,stable_seed,very_low,Uncoded,,,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/64904,https://www.alphaxiv.org/abs/2603.12231
public_ahead_of_program,194,35,61379,MemEvolve: Meta-Evolution of Agent Memory Systems,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",false,,194,37,https://github.com/bingreeky/MemEvolve,253,88,taxonomy_boundaries,,needs_review,medium,Benchmark / evaluation,Agents / tool use,language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/61379,https://www.alphaxiv.org/abs/2512.18746
public_ahead_of_program,189,36,65457,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,false,,189,44,https://github.com/ZGC-EmbodyAI/LangForce,69,105,public_program_divergence,C04,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; Bayesian / probabilistic,vision/video; robotics/embodied; language/llm; security/safety,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/65457,https://www.alphaxiv.org/abs/2601.15197
public_ahead_of_program,184,37,64306,Agent World Model: Infinity Synthetic Environments for Agentic Reinforcement Learning,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",false,,184,58,https://github.com/Snowflake-Labs/agent-world-model,408,,,,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; Agents / tool use,math/code/verifiable; language/llm; theory/synthetic,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/64306,https://www.alphaxiv.org/abs/2602.10090
public_ahead_of_program,180,38,64832,"RLAnything: Forge Environment, Policy, and Reward Model in Completely Dynamic RL System","LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",false,,180,29,https://github.com/Gen-Verse/Open-AgentRL,577,,,,needs_review,medium,Benchmark / evaluation,RL / policy optimization,language/llm; theory/synthetic,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/64832,https://www.alphaxiv.org/abs/2602.02488
public_ahead_of_program,176,39,61178,Fast KV Compaction via Attention Matching,Systems and Efficient Foundation Models,Long-context attention and KV-cache compression,false,,176,37,https://github.com/adamzweiger/compaction,253,,,,stable_seed,medium,Dataset / data resource,Transformer / attention,language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/61178,https://www.alphaxiv.org/abs/2602.16284
public_ahead_of_program,171,40,61950,Scaling Long-Horizon Agent via Context Folding,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",false,,171,73,https://github.com/sunnweiwei/FoldAgent,172,122,taxonomy_boundaries,,needs_review,medium,Method / algorithm,RL / policy optimization; Agents / tool use,language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/61950,https://www.alphaxiv.org/abs/2510.11967
public_ahead_of_program,168,41,65037,ATLAS: Learning to Optimally Memorize the Context at Test Time,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",false,,168,26,https://github.com/bhoener/atlas,0,135,taxonomy_boundaries,,needs_review,medium,Theory / proof,Reasoning / test-time compute; Transformer / attention,language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/65037,https://www.alphaxiv.org/abs/2505.23735
public_ahead_of_program,160,42,64760,Dimensional Collapse in Transformer Attention Outputs: A Challenge for Sparse Dictionary Learning,"Theory, Optimization, and Algorithms",Transformer theory and attention expressivity,false,,160,5,,0,60,taxonomy_boundaries,C08,needs_review,medium,Dataset / data resource,Agents / tool use; Transformer / attention; Compression / efficiency; Graphs / geometry,math/code/verifiable; language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/64760,https://www.alphaxiv.org/abs/2508.16929
public_ahead_of_program,159,43,65709,A Very Big Video Reasoning Suite,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,false,,159,25,https://github.com/Video-Reason/VBVR-Wan2.2,25,78,public_program_divergence,C05; C06,stable_seed,medium,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use; Causal / data-centric,math/code/verifiable; vision/video; language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/65709,https://www.alphaxiv.org/abs/2602.20159
public_ahead_of_program,153,44,64301,DFlash: Block Diffusion for Flash Speculative Decoding,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,false,,153,272,https://github.com/z-lab/dflash,5451,35,artifact_and_reproducibility,C07,needs_review,medium,System / infrastructure,Reasoning / test-time compute; Diffusion / flow,language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",Do not treat AlphaXiv attention as quality. Taxonomy assignment may be unstable.,https://icml.cc/virtual/2026/poster/64301,https://www.alphaxiv.org/abs/2602.06036
public_ahead_of_program,153,45,61082,Spurious Rewards: Rethinking Training Signals in RLVR,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,false,,153,73,https://github.com/Anderson-ce/Rethink_RLVR,352,,,,stable_seed,medium,Method / algorithm,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm; security/safety,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/61082,https://www.alphaxiv.org/abs/2506.10947
public_ahead_of_program,152,46,65646,Causal Forcing: Autoregressive Diffusion Distillation Done Right for High-Quality Real-Time Video Generation,Generative Modeling,Image/video diffusion and flow generation,false,,152,65,https://github.com/thu-ml/Causal-Forcing,850,176,public_program_divergence,,stable_seed,medium,Method / algorithm,Diffusion / flow; Transformer / attention; Causal / data-centric,vision/video,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/65646,https://www.alphaxiv.org/abs/2602.02214
public_ahead_of_program,150,47,63623,Causal-JEPA: Learning World Models through Object-Level Latent Interventions,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,false,,150,99,https://github.com/galilai-group/cjepa,206,76,public_program_divergence,C05; C06,stable_seed,medium,Method / algorithm,Reasoning / test-time compute; Agents / tool use; Causal / data-centric,math/code/verifiable; vision/video; robotics/embodied; security/safety,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/63623,https://www.alphaxiv.org/abs/2602.11389
public_ahead_of_program,147,48,65729,ExSkill: Continual Learning from Experience and Skills in Multimodal Agents,"Multimodal, Vision, and Perception",Multimodal representation and cross-modal alignment,false,,147,62,https://github.com/XSkill-Agent/XSkill,234,74,public_program_divergence,C05; C06,stable_seed,medium,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use,robotics/embodied,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/65729,https://www.alphaxiv.org/abs/2603.12056
public_ahead_of_program,146,49,61106,DeepAnalyze: Agentic Large Language Models for Autonomous Data Science,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",false,,146,25,https://github.com/ruc-datalab/DeepAnalyze,4355,49,artifact_and_reproducibility,C07,stable_seed,medium,Benchmark / evaluation,Agents / tool use,language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/61106,https://www.alphaxiv.org/abs/2510.16872
public_ahead_of_program,146,50,66747,Toward Training Superintelligent Software Agents through Self-Play SWE-RL,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",false,,146,11,https://github.com/Uni-IDE/AvaAI.SoftwareEngineering,0,,,,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/66747,https://www.alphaxiv.org/abs/2512.18552
public_ahead_of_program,144,51,62813,Vision-Language-Action Pretraining from Large-Scale Human Videos,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,false,,144,18,https://github.com/BeingBeyond/Being-H0,52,106,public_program_divergence,C04,stable_seed,medium,Position / conceptual,LLM post-training; Reasoning / test-time compute; Agents / tool use,vision/video; robotics/embodied; language/llm; theory/synthetic,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/62813,https://www.alphaxiv.org/abs/2507.15597
public_ahead_of_program,143,52,65125,Does Math Reasoning Improve General LLM Capabilities? Understanding Transferability of LLM Reasoning,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,false,,143,17,https://github.com/ReasoningTransfer/Transferability-of-LLM-Reasoning,0,,,,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/65125,https://www.alphaxiv.org/abs/2507.00432
public_ahead_of_program,139,53,66741,TriAttention: Efficient Long Reasoning with Trigonometric KV Compression,Systems and Efficient Foundation Models,Long-context attention and KV-cache compression,false,,139,32,https://github.com/WeianMao/triattention,815,,,,stable_seed,medium,System / infrastructure,LLM post-training; Reasoning / test-time compute; Transformer / attention; Compression / efficiency,language/llm,"Is public attention driven by technical novelty, artifact usability, benchmark/demo appeal, topic popularity, or social amplification?",High AlphaXiv attention without oral/award signal.,https://icml.cc/virtual/2026/poster/66741,https://www.alphaxiv.org/abs/2604.04921
public_and_program_aligned,771,19,62989,How much can language models memorize?,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,true,Outstanding Paper Honorable Mention,271,374,https://github.com/SimonCao1207/LLM-Capacity,2,1,main_thesis_claims,C01; C08,needs_review,medium,Dataset / data resource,Transformer / attention,language/llm,What properties make this paper visible to both the program committee and public audience?,Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness. Taxonomy assignment may be unstable.,https://icml.cc/virtual/2026/poster/62989,https://www.alphaxiv.org/abs/2505.24832
public_and_program_aligned,759,26,65332,Maximum Likelihood Reinforcement Learning,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",true,,259,100,https://github.com/tajwarfahim/maxrl,194,5,main_thesis_claims,C01; C08,needs_review,medium,Method / algorithm,RL / policy optimization; Diffusion / flow,language/llm,What properties make this paper visible to both the program committee and public audience?,Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness. Taxonomy assignment may be unstable.,https://icml.cc/virtual/2026/poster/65332,https://www.alphaxiv.org/abs/2602.02710
public_and_program_aligned,701,34,65886,Reinforcement Learning with Evolving Rubrics for Deep Research,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",true,,201,154,https://github.com/rlresearch/dr-tulu,682,10,main_thesis_claims,C01; C08,needs_review,medium,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,What properties make this paper visible to both the program committee and public audience?,Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness. Taxonomy assignment may be unstable.,https://icml.cc/virtual/2026/poster/65886,https://www.alphaxiv.org/abs/2511.19399
public_and_program_aligned,615,70,66212,Controlled LLM Training on Spectral Sphere,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",true,,115,42,https://github.com/Unakar/Spectral-Sphere-Optimizer,130,11,main_thesis_claims,C02; C08,needs_review,medium,Theory / proof,Compression / efficiency,robotics/embodied; language/llm; theory/synthetic,What properties make this paper visible to both the program committee and public audience?,Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness. Taxonomy assignment may be unstable.,https://icml.cc/virtual/2026/poster/66212,https://www.alphaxiv.org/abs/2601.08393
public_and_program_aligned,598,81,63561,Pretrained Vision-Language-Action Models are Surprisingly Resistant to Forgetting in Continual Learning,"Data-Centric, Causal, and Federated ML","Continual learning, forgetting, and task adaptation",true,,98,48,,0,62,taxonomy_boundaries,C08,needs_review,medium,Application / domain study,RL / policy optimization,vision/video; robotics/embodied; language/llm,What properties make this paper visible to both the program committee and public audience?,Both program and public signals are high.,https://icml.cc/virtual/2026/poster/63561,https://www.alphaxiv.org/abs/2603.03818
public_and_program_aligned,592,91,61998,The Flexibility Trap: Rethinking the Value of Arbitrary Order in Diffusion Language Models,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,true,Outstanding Paper Award,92,588,https://github.com/LeapLabTHU/JustGRPO,212,3,main_thesis_claims,C01; C08,needs_review,medium,Method / algorithm,RL / policy optimization; Reasoning / test-time compute; Diffusion / flow,language/llm,What properties make this paper visible to both the program committee and public audience?,Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness. Taxonomy assignment may be unstable.,https://icml.cc/virtual/2026/poster/61998,https://www.alphaxiv.org/abs/2601.15165
public_and_program_aligned,589,94,64377,$\tau^2$-Bench: Evaluating Conversational Agents in a Dual-Control Environment,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",true,,89,91,https://github.com/sierra-research/tau2-bench,1569,24,main_thesis_claims,C02,stable_seed,medium,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use,math/code/verifiable; robotics/embodied; language/llm; theory/synthetic,What properties make this paper visible to both the program committee and public audience?,Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness.,https://icml.cc/virtual/2026/poster/64377,https://www.alphaxiv.org/abs/2506.07982
public_and_program_aligned,589,95,63095,Agent0-VL: Exploring Self-Evolving Agent for Tool-Integrated Vision-Language Reasoning,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",true,,89,40,https://github.com/aiming-lab/Agent0,1228,25,main_thesis_claims,C02,stable_seed,medium,Dataset / data resource,RL / policy optimization; Reasoning / test-time compute; Agents / tool use; Graphs / geometry,vision/video; language/llm,What properties make this paper visible to both the program committee and public audience?,Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness.,https://icml.cc/virtual/2026/poster/63095,https://www.alphaxiv.org/abs/2511.19900
public_and_program_aligned,575,122,65446,Activation Oracles: Training and Evaluating LLMs as General-Purpose Activation Explainers,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",true,,75,49,,0,13,main_thesis_claims,C01,needs_review,medium,Position / conceptual,LLM post-training,language/llm,What properties make this paper visible to both the program committee and public audience?,Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness. Taxonomy assignment may be unstable.,https://icml.cc/virtual/2026/poster/65446,https://www.alphaxiv.org/abs/2512.15674
public_and_program_aligned,567,141,60542,Motion Attribution for Video Generation,"Multimodal, Vision, and Perception","3D, video, motion, and spatial understanding",true,Outstanding Paper Honorable Mention,67,208,,0,58,priority_area_depth,C05,stable_seed,medium,Benchmark / evaluation,LLM post-training; Causal / data-centric,vision/video; language/llm,What properties make this paper visible to both the program committee and public audience?,Both program and public signals are high.,https://icml.cc/virtual/2026/poster/60542,https://www.alphaxiv.org/abs/2601.08828
public_and_program_aligned,566,144,65933,RoboMME: Benchmarking and Understanding Memory for Robotic Generalist Policies,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,true,,66,110,https://github.com/sled-group/navchat,31,108,breadth_and_sanity_checks,C04,stable_seed,medium,Position / conceptual,Agents / tool use,math/code/verifiable; vision/video; robotics/embodied; language/llm,What properties make this paper visible to both the program committee and public audience?,Both program and public signals are high.,https://icml.cc/virtual/2026/poster/65933,https://www.alphaxiv.org/abs/2603.04639
